PRC_BU,PO_HEADER_ID,PRC_BU_ID,REQ_BU,REQ_BU_ID,SOLDTO_LE,PO_LINE_ID,SOLDTO_LE_ID,BILLTO_BU,BILLTO_BU_ID,SEGMENT1,DOCUMENT_STATUS,BUYER,CREATION_DATE,AGENT_ID,TYPE_LOOKUP_CODE,LAST_UPDATED_BY,SHIP_TO_LOCATION_ID,BILL_TO_LOCATION_ID,CURRENCY_CODE,REVISION_NUM,REVISED_DATE,APPROVED_FLAG,APPROVED_DATE,ATTRIBUTE_CATEGORY,ATTRIBUTE1,ATTRIBUTE2,ATTRIBUTE3,ATTRIBUTE4,ATTRIBUTE5,VENDOR_CONTACT_ID,SUPPLIER_NOTIF_METHOD,EMAIL_ADDRESS,SUPP_NAME,VENDOR_SITE,PAYMENT_TERM,LINE_TYPE_ID,LINE_STATUS,LINE_NUM,CATEGORY_NM,ITEM_ID,ITEM_DESCRIPTION,UOM_CODE,QUANTITY,UNIT_PRICE,VENDOR_ID,VENDOR_SITE_ID,REQUISITION_HEADER_ID,REQUISITION_LINE_ID,ATTRIBUTE_CATEGORY_L,ATTRIBUTE1_L,ATTRIBUTE2_L,ATTRIBUTE3_L,TAX_CODE,TAX_AMOUNT,ACC_SEGMENT1,ACC_SEGMENT2,ACC_SEGMENT3,ACC_SEGMENT4,ACC_SEGMENT5,ACC_SEGMENT6,COUNT_AP_INVOICE,PO_HEADER_ID,PO_LINE_ID,DESTINATION_TYPE,DELIVER_TO_LOC,PRODUCT_TYPE,ASSESSABLE_VALUE,DELIVER_TO_LOC_LINFOX
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906665,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906666,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000111,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105816",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,96,200,300000000943255,300000001045007,5019,6044,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906665,300000001906666,INVENTORY,LFX-AMB,GOODS,19200,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906680,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906683,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000114,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105817",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,2400,200,300000000943255,300000001045007,5022,6050,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906680,300000001906683,INVENTORY,LFX-AMB,GOODS,480000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910147,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910159,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000129,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171203 055725",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,10,200,300000000943255,300000001045007,3090,7184,,,,,,0,11,00000,117101,000000,00,0000,0,300000001910147,300000001910159,INVENTORY,LFX-FZN,GOODS,2000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910307,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910309,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000145,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171203 055740",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,10,200,300000000943255,300000001045007,3111,7226,,,,,,0,11,00000,117101,000000,00,0000,0,300000001910307,300000001910309,INVENTORY,LFX-FZN,GOODS,2000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906554,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906562,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000105,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105403",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907030,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001622008,"PEPSI PET 550ML",PCS,1000,150,300000000943255,300000001045007,3030,7060,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906554,300000001906562,INVENTORY,LFX-CHL,GOODS,150000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910140,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910149,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000130,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171203 055725",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,10,200,300000000943255,300000001045007,3085,7174,,,,,,0,11,00000,117101,000000,00,0000,0,300000001910140,300000001910149,INVENTORY,LFX-FZN,GOODS,2000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910323,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910325,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000148,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171203 055741",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,10,200,300000000943255,300000001045007,3098,7200,,,,,,0,11,00000,117101,000000,00,0000,0,300000001910323,300000001910325,INVENTORY,LFX-FZN,GOODS,2000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906367,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906373,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000088,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 104407",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907030,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001622008,"PEPSI PET 550ML",PCS,1000,150,300000000943255,300000001045007,3015,7026,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906367,300000001906373,INVENTORY,LFX-CHL,GOODS,150000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906577,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906579,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000108,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105403",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,2400,200,300000000943255,300000001045007,3040,7084,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906577,300000001906579,INVENTORY,LFX-AMB,GOODS,480000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001909017,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001909019,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000122,OPEN,WWP-PROCUREMENT,"20171202 122743",300000001043097,STANDARD,WWP-PROCUREMENT,300000000949617,300000000949617,THB,0,,Y,20171202,PO_SOURCE,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,OPEN,1,EX,,EX,PCS,1,100,300000000943255,300000001045007,,,,,,,I-G-VAT,7,11,00000,513119,000000,00,0000,0,300000001909017,300000001909019,EXPENSE,Headquarters,GOODS,100,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910137,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910156,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000134,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171203 055725",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,10,200,300000000943255,300000001045007,3086,7176,,,,,,0,11,00000,117101,000000,00,0000,0,300000001910137,300000001910156,INVENTORY,LFX-FZN,GOODS,2000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906657,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906661,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000112,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105816",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907030,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001622008,"PEPSI PET 550ML",PCS,1000,150,300000000943255,300000001045007,5013,6028,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906657,300000001906661,INVENTORY,LFX-CHL,GOODS,150000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906438,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906439,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000093,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 104815",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,2400,200,300000000943255,300000001045007,3025,7050,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906438,300000001906439,INVENTORY,LFX-AMB,GOODS,480000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906441,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906442,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000094,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 104815",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001622008,"PEPSI PET 550ML",PCS,300,150,300000000943255,300000001045007,3027,7054,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906441,300000001906442,INVENTORY,LFX-AMB,GOODS,45000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906456,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906457,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000096,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 104820",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,3600,200,300000000943255,300000001045007,3021,7042,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906456,300000001906457,INVENTORY,LFX-AMB,GOODS,720000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906489,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906490,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000097,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 104834",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,96,200,300000000943255,300000001045007,3028,7056,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906489,300000001906490,INVENTORY,LFX-AMB,GOODS,19200,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906533,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906537,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000101,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105402",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001622008,"PEPSI PET 550ML",PCS,30,150,300000000943255,300000001045007,3029,7058,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906533,300000001906537,INVENTORY,LFX-AMB,GOODS,4500,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906535,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906539,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000100,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105402",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907030,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001622008,"PEPSI PET 550ML",PCS,200,150,300000000943255,300000001045007,3036,7076,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906535,300000001906539,INVENTORY,LFX-CHL,GOODS,30000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906656,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906659,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000110,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105816",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001622008,"PEPSI PET 550ML",PCS,49,150,300000000943255,300000001045007,5018,6042,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906656,300000001906659,INVENTORY,LFX-FZN,GOODS,7350,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906679,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906682,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000115,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105817",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,3600,200,300000000943255,300000001045007,5016,6036,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906679,300000001906682,INVENTORY,LFX-AMB,GOODS,720000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910131,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910141,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000126,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171203 055725",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,10,200,300000000943255,300000001045007,3088,7180,,,,,,0,11,00000,117101,000000,00,0000,0,300000001910131,300000001910141,INVENTORY,LFX-AMB,GOODS,2000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910318,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910319,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000147,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171203 055741",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,10,200,300000000943255,300000001045007,3101,7206,,,,,,0,11,00000,117101,000000,00,0000,0,300000001910318,300000001910319,INVENTORY,LFX-FZN,GOODS,2000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906553,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906557,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000104,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105403",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,3600,200,300000000943255,300000001045007,3034,7070,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906553,300000001906557,INVENTORY,LFX-AMB,GOODS,720000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906686,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906687,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000116,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105817",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001622008,"PEPSI PET 550ML",PCS,300,150,300000000943255,300000001045007,5021,6048,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906686,300000001906687,INVENTORY,LFX-AMB,GOODS,45000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910132,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910142,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000125,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171203 055725",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,10,200,300000000943255,300000001045007,3094,7192,,,,,,0,11,00000,117101,000000,00,0000,0,300000001910132,300000001910142,INVENTORY,LFX-FZN,GOODS,2000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910308,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910311,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000146,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171203 055741",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,10,200,300000000943255,300000001045007,3109,7222,,,,,,0,11,00000,117101,000000,00,0000,0,300000001910308,300000001910311,INVENTORY,LFX-AMB,GOODS,2000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910356,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910361,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000155,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171203 055742",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,10,200,300000000943255,300000001045007,3103,7210,,,,,,0,11,00000,117101,000000,00,0000,0,300000001910356,300000001910361,INVENTORY,LFX-FZN,GOODS,2000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910355,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910357,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000154,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171203 055742",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,10,200,300000000943255,300000001045007,3099,7202,,,,,,0,11,00000,117101,000000,00,0000,0,300000001910355,300000001910357,INVENTORY,LFX-FZN,GOODS,2000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910360,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910365,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000158,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171203 055742",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,10,200,300000000943255,300000001045007,3102,7208,,,,,,0,11,00000,117101,000000,00,0000,0,300000001910360,300000001910365,INVENTORY,LFX-FZN,GOODS,2000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906706,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906711,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000120,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105817",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001622008,"PEPSI PET 550ML",PCS,30,150,300000000943255,300000001045007,5015,6034,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906706,300000001906711,INVENTORY,LFX-AMB,GOODS,4500,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910129,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910134,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000124,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171203 055725",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,10,200,300000000943255,300000001045007,3083,7170,,,,,,0,11,00000,117101,000000,00,0000,0,300000001910129,300000001910134,INVENTORY,LFX-FZN,GOODS,2000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910362,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910367,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000156,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171203 055742",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,10,200,300000000943255,300000001045007,3107,7218,,,,,,0,11,00000,117101,000000,00,0000,0,300000001910362,300000001910367,INVENTORY,LFX-FZN,GOODS,2000,66003
